FWONK,05-Nov-2020,Sep 2020,-0.04,-0.41,-0.37,-925
NBIX,09-Nov-2020,Sep 2020,0.11,-0.62,-0.73,-663.6
HXL,19-Oct-2020,Sep 2020,0.07,-0.29,-0.36,-514.2
NEWR,05-Nov-2020,Sep 2020,0.02,-0.07,-0.09,-450
APLE,05-Nov-2020,Sep 2020,0.06,-0.18,-0.24,-400
CF,04-Nov-2020,Sep 2020,0.05,-0.13,-0.18,-360
PEGA,28-Oct-2020,Sep 2020,-0.08,-0.33,-0.25,-312.5
FSLY,28-Oct-2020,Sep 2020,-0.01,-0.04,-0.03,-300
OUT,04-Nov-2020,Sep 2020,0.12,-0.14,-0.26,-216.6
AMWL,12-Nov-2020,Sep 2020,-0.3,-0.92,-0.62,-206.6
SPLK,02-Dec-2020,Oct 2020,0.1,-0.07,-0.17,-170
ADT,05-Nov-2020,Sep 2020,0.13,-0.08,-0.21,-161.5
IONS,04-Nov-2020,Sep 2020,-0.09,-0.22,-0.13,-144.4
ESRT,28-Oct-2020,Sep 2020,0.13,-0.05,-0.18,-138.4
CONE,28-Oct-2020,Sep 2020,0.91,-0.32,-1.23,-135.1
EQC,28-Oct-2020,Sep 2020,0.03,-0.01,-0.04,-133.3
LNC,04-Nov-2020,Sep 2020,2.16,-0.72,-2.88,-133.3
ZNGA,04-Nov-2020,Sep 2020,0.09,-0.03,-0.12,-133.3
PEAK,02-Nov-2020,Sep 2020,0.39,-0.12,-0.51,-130.7
GH,05-Nov-2020,Sep 2020,-0.34,-0.78,-0.44,-129.4
PGRE,28-Oct-2020,Sep 2020,0.23,-0.04,-0.27,-117.3
WYNN,05-Nov-2020,Sep 2020,-3.32,-7.04,-3.72,-112
EXEL,05-Nov-2020,Sep 2020,-0.05,-0.1,-0.05,-100
LSXMK,05-Nov-2020,Sep 2020,0.41,0.03,-0.38,-92.6
SBAC,02-Nov-2020,Sep 2020,2.32,0.2,-2.12,-91.3
EPR,04-Nov-2020,Sep 2020,0.32,0.04,-0.28,-87.5
PLNT,05-Nov-2020,Sep 2020,0.11,0.02,-0.09,-81.8
INVH,28-Oct-2020,Sep 2020,0.31,0.06,-0.25,-80.6
COLD,05-Nov-2020,Sep 2020,0.29,0.06,-0.23,-79.3
REG,05-Nov-2020,Sep 2020,0.75,0.16,-0.59,-78.6
AMH,05-Nov-2020,Sep 2020,0.28,0.07,-0.21,-75
TREE,05-Nov-2020,Sep 2020,-0.15,-0.26,-0.11,-73.3
BRX,04-Nov-2020,Sep 2020,0.4,0.11,-0.29,-72.5
INCY,05-Nov-2020,Sep 2020,0.72,0.23,-0.49,-68
LNG,06-Nov-2020,Sep 2020,-0.57,-0.87,-0.3,-52.6
MSGS,09-Nov-2020,Sep 2020,-0.79,-1.18,-0.39,-49.3
STOR,05-Nov-2020,Sep 2020,0.45,0.23,-0.22,-48.8
LSI,05-Nov-2020,Sep 2020,0.99,0.52,-0.47,-47.4
VER,05-Nov-2020,Sep 2020,0.75,0.4,-0.35,-46.6
LBRDK,04-Nov-2020,Sep 2020,0.71,0.38,-0.33,-46.4
MIC,09-Nov-2020,Sep 2020,0.8,0.43,-0.37,-46.2
ACAD,04-Nov-2020,Sep 2020,-0.38,-0.54,-0.16,-42.1
PFG,26-Oct-2020,Sep 2020,1.47,0.85,-0.62,-42.1
PACW,14-Oct-2020,Sep 2020,0.63,0.38,-0.25,-39.6
MRNA,29-Oct-2020,Sep 2020,-0.43,-0.59,-0.16,-37.2
GBT,05-Nov-2020,Sep 2020,-0.72,-0.97,-0.25,-34.7
REXR,20-Oct-2020,Sep 2020,0.32,0.21,-0.11,-34.3
PSA,04-Nov-2020,Sep 2020,2.6,1.76,-0.84,-32.3
SRPT,05-Nov-2020,Sep 2020,-1.89,-2.5,-0.61,-32.2
GLPI,27-Oct-2020,Sep 2020,0.85,0.58,-0.27,-31.7
SABR,06-Nov-2020,Sep 2020,-0.63,-0.82,-0.19,-30.1
RNR,27-Oct-2020,Sep 2020,-2.03,-2.64,-0.61,-30
SIX,28-Oct-2020,Sep 2020,-1.06,-1.37,-0.31,-29.2
HCA,26-Oct-2020,Sep 2020,2.69,1.92,-0.77,-28.6
ENR,12-Nov-2020,Sep 2020,0.8,0.59,-0.21,-26.2
SPCE,05-Nov-2020,Sep 2020,-0.27,-0.34,-0.07,-25.9
WPC,30-Oct-2020,Sep 2020,1.14,0.85,-0.29,-25.4
HWM,09-Nov-2020,Sep 2020,0.04,0.03,-0.01,-25
USFD,02-Nov-2020,Sep 2020,0.2,0.15,-0.05,-25
ALNY,05-Nov-2020,Sep 2020,-1.75,-2.18,-0.43,-24.5
BKNG,05-Nov-2020,Sep 2020,15.98,12.27,-3.71,-23.2
COLM,29-Oct-2020,Sep 2020,1.22,0.94,-0.28,-22.9
AGR,20-Oct-2020,Sep 2020,0.41,0.32,-0.09,-21.9
POST,19-Nov-2020,Sep 2020,0.74,0.58,-0.16,-21.6
OXY,09-Nov-2020,Sep 2020,-0.7,-0.84,-0.14,-20
XLRN,05-Nov-2020,Sep 2020,-0.55,-0.66,-0.11,-20
BEN,27-Oct-2020,Sep 2020,0.69,0.56,-0.13,-18.8
PK,05-Nov-2020,Sep 2020,-0.53,-0.63,-0.1,-18.8
RPRX,10-Nov-2020,Sep 2020,0.59,0.48,-0.11,-18.6
H,04-Nov-2020,Sep 2020,-1.25,-1.48,-0.23,-18.4
NFLX,20-Oct-2020,Sep 2020,2.13,1.74,-0.39,-18.3
HRB,08-Dec-2020,Oct 2020,-0.93,-1.09,-0.16,-17.2
SPOT,29-Oct-2020,Sep 2020,-0.58,-0.68,-0.1,-17.2
TFSL,29-Oct-2020,Sep 2020,0.06,0.05,-0.01,-16.6
VOYA,04-Nov-2020,Sep 2020,1.41,1.19,-0.22,-15.6
LVS,21-Oct-2020,Sep 2020,-0.58,-0.67,-0.09,-15.5
LYV,05-Nov-2020,Sep 2020,-2.12,-2.45,-0.33,-15.5
MSA,28-Oct-2020,Sep 2020,1.1,0.94,-0.16,-14.5
RCL,29-Oct-2020,Sep 2020,-4.92,-5.62,-0.7,-14.2
SMG,04-Nov-2020,Sep 2020,0.07,0.06,-0.01,-14.2
RE,29-Oct-2020,Sep 2020,2.81,2.42,-0.39,-13.8
GPS,24-Nov-2020,Oct 2020,0.29,0.25,-0.04,-13.7
MCY,03-Nov-2020,Sep 2020,1.42,1.23,-0.19,-13.3
SYF,20-Oct-2020,Sep 2020,0.83,0.72,-0.11,-13.2
ALK,22-Oct-2020,Sep 2020,-2.86,-3.23,-0.37,-12.9
ARMK,17-Nov-2020,Sep 2020,-0.31,-0.35,-0.04,-12.9
LLY,27-Oct-2020,Sep 2020,1.76,1.54,-0.22,-12.5
TNDM,05-Nov-2020,Sep 2020,-0.08,-0.09,-0.01,-12.5
PCG,29-Oct-2020,Sep 2020,0.25,0.22,-0.03,-12
WTRG,03-Nov-2020,Sep 2020,0.26,0.23,-0.03,-11.5
SRE,05-Nov-2020,Sep 2020,1.47,1.31,-0.16,-10.8
DPZ,08-Oct-2020,Sep 2020,2.75,2.49,-0.26,-9.4
WEX,29-Oct-2020,Sep 2020,1.75,1.59,-0.16,-9.1
NRZ,26-Oct-2020,Sep 2020,0.34,0.31,-0.03,-8.8
SPG,09-Nov-2020,Sep 2020,2.25,2.05,-0.2,-8.8
CHH,05-Nov-2020,Sep 2020,0.72,0.66,-0.06,-8.3
VNO,02-Nov-2020,Sep 2020,0.64,0.59,-0.05,-7.8
UNM,27-Oct-2020,Sep 2020,1.31,1.21,-0.1,-7.6
CB,27-Oct-2020,Sep 2020,2.16,2,-0.16,-7.4
SEIC,21-Oct-2020,Sep 2020,0.81,0.75,-0.06,-7.4
DEI,02-Nov-2020,Sep 2020,0.43,0.4,-0.03,-6.9
UAL,14-Oct-2020,Sep 2020,-7.63,-8.16,-0.53,-6.9
AXP,23-Oct-2020,Sep 2020,1.39,1.3,-0.09,-6.4
JBHT,16-Oct-2020,Sep 2020,1.26,1.18,-0.08,-6.3
CIEN,10-Dec-2020,Oct 2020,0.64,0.6,-0.04,-6.2
PPD,27-Oct-2020,Sep 2020,0.32,0.3,-0.02,-6.2
EQR,27-Oct-2020,Sep 2020,0.82,0.77,-0.05,-6.1
NNN,02-Nov-2020,Sep 2020,0.66,0.62,-0.04,-6
NTRS,21-Oct-2020,Sep 2020,1.4,1.32,-0.08,-5.7
SBNY,20-Oct-2020,Sep 2020,2.78,2.62,-0.16,-5.7
PXD,04-Nov-2020,Sep 2020,0.18,0.17,-0.01,-5.5
MSP,23-Nov-2020,Sep 2020,0.19,0.18,-0.01,-5.2
DAL,13-Oct-2020,Sep 2020,-3.14,-3.3,-0.16,-5.1
NCLH,09-Nov-2020,Sep 2020,-2.24,-2.35,-0.11,-4.9
PPL,05-Nov-2020,Sep 2020,0.61,0.58,-0.03,-4.9
CINF,26-Oct-2020,Sep 2020,0.41,0.39,-0.02,-4.8
AVB,28-Oct-2020,Sep 2020,2.16,2.06,-0.1,-4.6
OGE,05-Nov-2020,Sep 2020,1.09,1.04,-0.05,-4.5
BXP,27-Oct-2020,Sep 2020,1.64,1.57,-0.07,-4.2
VMC,05-Nov-2020,Sep 2020,1.63,1.56,-0.07,-4.2
APO,29-Oct-2020,Sep 2020,0.49,0.47,-0.02,-4
KIM,05-Nov-2020,Sep 2020,0.26,0.25,-0.01,-3.8
BAC,14-Oct-2020,Sep 2020,0.53,0.51,-0.02,-3.7
MTCH,04-Nov-2020,Sep 2020,0.57,0.55,-0.02,-3.5
O,02-Nov-2020,Sep 2020,0.84,0.81,-0.03,-3.5
IFF,09-Nov-2020,Sep 2020,1.45,1.4,-0.05,-3.4
COP,29-Oct-2020,Sep 2020,-0.3,-0.31,-0.01,-3.3
UBER,05-Nov-2020,Sep 2020,-0.6,-0.62,-0.02,-3.3
IAC,05-Nov-2020,Sep 2020,-0.61,-0.63,-0.02,-3.2
MA,28-Oct-2020,Sep 2020,1.65,1.6,-0.05,-3
FAF,22-Oct-2020,Sep 2020,1.35,1.31,-0.04,-2.9
CFG,16-Oct-2020,Sep 2020,0.7,0.68,-0.02,-2.8
MCFE,19-Nov-2020,Sep 2020,0.35,0.34,-0.01,-2.8
CPA,18-Nov-2020,Sep 2020,-2.79,-2.86,-0.07,-2.5
ACN,24-Sep-2020,Aug 2020,1.74,1.7,-0.04,-2.3
AES,06-Nov-2020,Sep 2020,0.43,0.42,-0.01,-2.3
HIW,27-Oct-2020,Sep 2020,0.88,0.86,-0.02,-2.2
HPP,29-Oct-2020,Sep 2020,0.44,0.43,-0.01,-2.2
HRL,24-Nov-2020,Oct 2020,0.44,0.43,-0.01,-2.2
JNPR,27-Oct-2020,Sep 2020,0.44,0.43,-0.01,-2.2
KMB,22-Oct-2020,Sep 2020,1.76,1.72,-0.04,-2.2
AGIO,05-Nov-2020,Sep 2020,-1.4,-1.43,-0.03,-2.1
CME,28-Oct-2020,Sep 2020,1.41,1.38,-0.03,-2.1
ED,05-Nov-2020,Sep 2020,1.51,1.48,-0.03,-1.9
APD,11-Nov-2020,Sep 2020,2.23,2.19,-0.04,-1.7
SO,29-Oct-2020,Sep 2020,1.24,1.22,-0.02,-1.6
T,22-Oct-2020,Sep 2020,0.77,0.76,-0.01,-1.3
LYFT,10-Nov-2020,Sep 2020,-0.89,-0.9,-0.01,-1.1
MTN,10-Dec-2020,Oct 2020,-3.59,-3.63,-0.04,-1.1
AL,09-Nov-2020,Sep 2020,1.03,1.02,-0.01,-0.9
ES,03-Nov-2020,Sep 2020,1.02,1.01,-0.01,-0.9
UNP,22-Oct-2020,Sep 2020,2.03,2.01,-0.02,-0.9
GL,21-Oct-2020,Sep 2020,1.76,1.75,-0.01,-0.5
ESS,28-Oct-2020,Sep 2020,3.16,3.15,-0.01,-0.3
ARE,26-Oct-2020,Sep 2020,1.83,1.83,0,0
BKR,21-Oct-2020,Sep 2020,0.04,0.04,0,0
FIS,29-Oct-2020,Sep 2020,1.42,1.42,0,0
FTDR,04-Nov-2020,Sep 2020,0.59,0.59,0,0
HES,28-Oct-2020,Sep 2020,-0.71,-0.71,0,0
IBKR,20-Oct-2020,Sep 2020,0.53,0.53,0,0
KMI,21-Oct-2020,Sep 2020,0.21,0.21,0,0
MDLZ,02-Nov-2020,Sep 2020,0.63,0.63,0,0
MRO,04-Nov-2020,Sep 2020,-0.28,-0.28,0,0
MRVL,03-Dec-2020,Oct 2020,0.25,0.25,0,0
NYCB,28-Oct-2020,Sep 2020,0.23,0.23,0,0
OSH,09-Nov-2020,Sep 2020,-0.15,-0.15,0,0
SIRI,22-Oct-2020,Sep 2020,0.06,0.06,0,0
SNDR,29-Oct-2020,Sep 2020,0.31,0.31,0,0
TXG,10-Nov-2020,Sep 2020,-0.33,-0.33,0,0
UDR,29-Oct-2020,Sep 2020,0.5,0.5,0,0
WMB,02-Nov-2020,Sep 2020,0.27,0.27,0,0
LOW,18-Nov-2020,Oct 2020,1.97,1.98,0.01,0.5
PPG,19-Oct-2020,Sep 2020,1.92,1.93,0.01,0.5
AEP,22-Oct-2020,Sep 2020,1.46,1.47,0.01,0.6
CCI,21-Oct-2020,Sep 2020,1.55,1.56,0.01,0.6
MPWR,29-Oct-2020,Sep 2020,1.68,1.69,0.01,0.6
SNPS,02-Dec-2020,Oct 2020,1.57,1.58,0.01,0.6
TROW,29-Oct-2020,Sep 2020,2.53,2.55,0.02,0.7
ETR,28-Oct-2020,Sep 2020,2.42,2.44,0.02,0.8
INTC,22-Oct-2020,Sep 2020,1.1,1.11,0.01,0.9
NRG,05-Nov-2020,Sep 2020,1.01,1.02,0.01,0.9
ABC,05-Nov-2020,Sep 2020,1.87,1.89,0.02,1
CHRW,27-Oct-2020,Sep 2020,0.99,1,0.01,1
PEG,30-Oct-2020,Sep 2020,0.95,0.96,0.01,1
IBM,19-Oct-2020,Sep 2020,2.55,2.58,0.03,1.1
AON,30-Oct-2020,Sep 2020,1.51,1.53,0.02,1.3
CCL,08-Oct-2020,Aug 2020,-2.22,-2.19,0.03,1.3
MKC,29-Sep-2020,Aug 2020,0.76,0.77,0.01,1.3
AAL,22-Oct-2020,Sep 2020,-5.62,-5.54,0.08,1.4
AVGO,10-Dec-2020,Oct 2020,6.26,6.35,0.09,1.4
CERN,28-Oct-2020,Sep 2020,0.71,0.72,0.01,1.4
IDA,29-Oct-2020,Sep 2020,1.99,2.02,0.03,1.5
NEE,21-Oct-2020,Sep 2020,0.66,0.67,0.01,1.5
COO,03-Dec-2020,Oct 2020,3.11,3.16,0.05,1.6
GLOB,12-Nov-2020,Sep 2020,0.59,0.6,0.01,1.6
TCF,26-Oct-2020,Sep 2020,0.62,0.63,0.01,1.6
GD,28-Oct-2020,Sep 2020,2.85,2.9,0.05,1.7
LOPE,05-Nov-2020,Sep 2020,1.12,1.14,0.02,1.7
FRT,05-Nov-2020,Sep 2020,1.1,1.12,0.02,1.8
MGM,29-Oct-2020,Sep 2020,-1.1,-1.08,0.02,1.8
ATO,11-Nov-2020,Sep 2020,0.52,0.53,0.01,1.9
AEE,04-Nov-2020,Sep 2020,1.44,1.47,0.03,2
BK,16-Oct-2020,Sep 2020,0.96,0.98,0.02,2
FFIV,26-Oct-2020,Sep 2020,2.38,2.43,0.05,2.1
STT,16-Oct-2020,Sep 2020,1.42,1.45,0.03,2.1
PLD,20-Oct-2020,Sep 2020,0.88,0.9,0.02,2.2
HTA,03-Nov-2020,Sep 2020,0.42,0.43,0.01,2.3
IPHI,29-Oct-2020,Sep 2020,0.86,0.88,0.02,2.3
MKTX,27-Oct-2020,Sep 2020,1.74,1.78,0.04,2.3
NLSN,02-Nov-2020,Sep 2020,0.42,0.43,0.01,2.3
CABO,05-Nov-2020,Sep 2020,10.7,10.96,0.26,2.4
VZ,21-Oct-2020,Sep 2020,1.22,1.25,0.03,2.4
CFX,29-Oct-2020,Sep 2020,0.4,0.41,0.01,2.5
DRE,28-Oct-2020,Sep 2020,0.39,0.4,0.01,2.5
OHI,29-Oct-2020,Sep 2020,0.8,0.82,0.02,2.5
RGLD,04-Nov-2020,Sep 2020,0.8,0.82,0.02,2.5
MAA,28-Oct-2020,Sep 2020,1.53,1.57,0.04,2.6
FAST,13-Oct-2020,Sep 2020,0.37,0.38,0.01,2.7
V,28-Oct-2020,Sep 2020,1.09,1.12,0.03,2.7
PFE,27-Oct-2020,Sep 2020,0.7,0.72,0.02,2.8
ABBV,30-Oct-2020,Sep 2020,2.75,2.83,0.08,2.9
CUZ,28-Oct-2020,Sep 2020,0.67,0.69,0.02,2.9
LMT,20-Oct-2020,Sep 2020,6.07,6.25,0.18,2.9
PNW,30-Oct-2020,Sep 2020,2.98,3.07,0.09,3
COR,29-Oct-2020,Sep 2020,1.29,1.33,0.04,3.1
MNST,05-Nov-2020,Sep 2020,0.63,0.65,0.02,3.1
CSX,21-Oct-2020,Sep 2020,0.93,0.96,0.03,3.2
HD,17-Nov-2020,Oct 2020,3.08,3.18,0.1,3.2
DOX,10-Nov-2020,Sep 2020,1.19,1.23,0.04,3.3
TDY,21-Oct-2020,Sep 2020,2.4,2.48,0.08,3.3
CLGX,22-Oct-2020,Sep 2020,1.17,1.21,0.04,3.4
JBGS,03-Nov-2020,Sep 2020,0.29,0.3,0.01,3.4
K,29-Oct-2020,Sep 2020,0.88,0.91,0.03,3.4
MO,30-Oct-2020,Sep 2020,1.15,1.19,0.04,3.4
TW,28-Oct-2020,Sep 2020,0.29,0.3,0.01,3.4
ADPT,10-Nov-2020,Sep 2020,-0.28,-0.27,0.01,3.5
ERIE,29-Oct-2020,Sep 2020,1.65,1.71,0.06,3.6
GPN,29-Oct-2020,Sep 2020,1.65,1.71,0.06,3.6
CBOE,30-Oct-2020,Sep 2020,1.07,1.11,0.04,3.7
CI,05-Nov-2020,Sep 2020,4.25,4.41,0.16,3.7
WELL,28-Oct-2020,Sep 2020,0.81,0.84,0.03,3.7
OFC,29-Oct-2020,Sep 2020,0.52,0.54,0.02,3.8
ANTM,28-Oct-2020,Sep 2020,4.04,4.2,0.16,3.9
NDSN,15-Dec-2020,Oct 2020,1.53,1.59,0.06,3.9
WLTW,29-Oct-2020,Sep 2020,1.28,1.33,0.05,3.9
BKI,09-Nov-2020,Sep 2020,0.5,0.52,0.02,4
DLR,29-Oct-2020,Sep 2020,1.48,1.54,0.06,4
EHC,28-Oct-2020,Sep 2020,0.75,0.78,0.03,4
ICE,29-Oct-2020,Sep 2020,0.99,1.03,0.04,4
AIV,29-Oct-2020,Sep 2020,0.73,0.76,0.03,4.1
JCI,03-Nov-2020,Sep 2020,0.73,0.76,0.03,4.1
VTR,06-Nov-2020,Sep 2020,0.72,0.75,0.03,4.1
BLUE,04-Nov-2020,Sep 2020,-3.07,-2.94,0.13,4.2
KRC,28-Oct-2020,Sep 2020,0.95,0.99,0.04,4.2
KSU,16-Oct-2020,Sep 2020,1.88,1.96,0.08,4.2
FISV,27-Oct-2020,Sep 2020,1.15,1.2,0.05,4.3
SRC,02-Nov-2020,Sep 2020,0.69,0.72,0.03,4.3
CHD,29-Oct-2020,Sep 2020,0.67,0.7,0.03,4.4
DUK,05-Nov-2020,Sep 2020,1.79,1.87,0.08,4.4
LHX,30-Oct-2020,Sep 2020,2.72,2.84,0.12,4.4
PM,20-Oct-2020,Sep 2020,1.36,1.42,0.06,4.4
MOS,02-Nov-2020,Sep 2020,0.22,0.23,0.01,4.5
HEI,21-Dec-2020,Oct 2020,0.43,0.45,0.02,4.6
HON,30-Oct-2020,Sep 2020,1.49,1.56,0.07,4.7
EVRG,05-Nov-2020,Sep 2020,1.65,1.73,0.08,4.8
MET,04-Nov-2020,Sep 2020,1.65,1.73,0.08,4.8
WRB,20-Oct-2020,Sep 2020,0.62,0.65,0.03,4.8
FE,02-Nov-2020,Sep 2020,0.8,0.84,0.04,5
NVR,20-Oct-2020,Sep 2020,62.01,65.11,3.1,5
MPW,29-Oct-2020,Sep 2020,0.39,0.41,0.02,5.1
NOC,22-Oct-2020,Sep 2020,5.6,5.89,0.29,5.1
ACM,16-Nov-2020,Sep 2020,0.57,0.6,0.03,5.2
FLT,05-Nov-2020,Sep 2020,2.66,2.8,0.14,5.2
MTB,22-Oct-2020,Sep 2020,2.63,2.77,0.14,5.3
ROP,27-Oct-2020,Sep 2020,3.01,3.17,0.16,5.3
KDP,29-Oct-2020,Sep 2020,0.37,0.39,0.02,5.4
QGEN,27-Oct-2020,Sep 2020,0.55,0.58,0.03,5.4
ECL,27-Oct-2020,Sep 2020,1.09,1.15,0.06,5.5
NDAQ,21-Oct-2020,Sep 2020,1.45,1.53,0.08,5.5
WAB,29-Oct-2020,Sep 2020,0.9,0.95,0.05,5.5
XEL,29-Oct-2020,Sep 2020,1.08,1.14,0.06,5.5
EXR,04-Nov-2020,Sep 2020,1.24,1.31,0.07,5.6
LNT,02-Nov-2020,Sep 2020,0.89,0.94,0.05,5.6
ROK,10-Nov-2020,Sep 2020,1.77,1.87,0.1,5.6
ELS,19-Oct-2020,Sep 2020,0.52,0.55,0.03,5.7
AAPL,29-Oct-2020,Sep 2020,0.69,0.73,0.04,5.8
AWK,04-Nov-2020,Sep 2020,1.38,1.46,0.08,5.8
SAIC,03-Dec-2020,Oct 2020,1.53,1.62,0.09,5.8
WM,02-Nov-2020,Sep 2020,1.03,1.09,0.06,5.8
CPT,29-Oct-2020,Sep 2020,1.18,1.25,0.07,5.9
SHW,27-Oct-2020,Sep 2020,2.6,2.76,0.16,6.1
SON,22-Oct-2020,Sep 2020,0.81,0.86,0.05,6.1
CNP,05-Nov-2020,Sep 2020,0.32,0.34,0.02,6.2
WBA,15-Oct-2020,Aug 2020,0.96,1.02,0.06,6.2
AME,29-Oct-2020,Sep 2020,0.95,1.01,0.06,6.3
ENTG,22-Oct-2020,Sep 2020,0.63,0.67,0.04,6.3
NSC,28-Oct-2020,Sep 2020,2.36,2.51,0.15,6.3
STWD,05-Nov-2020,Sep 2020,0.47,0.5,0.03,6.3
TER,20-Oct-2020,Sep 2020,1.11,1.18,0.07,6.3
USB,14-Oct-2020,Sep 2020,0.93,0.99,0.06,6.4
AKAM,27-Oct-2020,Sep 2020,1.23,1.31,0.08,6.5
FR,21-Oct-2020,Sep 2020,0.46,0.49,0.03,6.5
TRU,27-Oct-2020,Sep 2020,0.76,0.81,0.05,6.5
ACC,26-Oct-2020,Sep 2020,0.3,0.32,0.02,6.6
AMCR,05-Nov-2020,Sep 2020,0.15,0.16,0.01,6.6
DCI,03-Dec-2020,Oct 2020,0.45,0.48,0.03,6.6
SJM,24-Nov-2020,Oct 2020,2.24,2.39,0.15,6.7
AAP,10-Nov-2020,Sep 2020,2.63,2.81,0.18,6.8
AMAT,12-Nov-2020,Oct 2020,1.17,1.25,0.08,6.8
FTV,27-Oct-2020,Sep 2020,0.88,0.94,0.06,6.8
PB,28-Oct-2020,Sep 2020,1.31,1.4,0.09,6.8
EQH,04-Nov-2020,Sep 2020,1.16,1.24,0.08,6.9
ETRN,03-Nov-2020,Sep 2020,0.29,0.31,0.02,6.9
JAZZ,02-Nov-2020,Sep 2020,4.03,4.31,0.28,6.9
ADBE,15-Sep-2020,Aug 2020,2.4,2.57,0.17,7
CSCO,12-Nov-2020,Oct 2020,0.71,0.76,0.05,7
MMM,27-Oct-2020,Sep 2020,2.27,2.43,0.16,7
CTVA,04-Nov-2020,Sep 2020,-0.42,-0.39,0.03,7.1
AMT,29-Oct-2020,Sep 2020,2.08,2.23,0.15,7.2
